Symbol,time,Date,Open,High,Low,Close,Volume,SMA_HIGH,SMA_LOW,SSL_COLOUR,SSL_SWITCH,ATR,RED_CANDLE,VOLUME_REQ,PRICE_REQ,BASELINE_REQ,TRADE_ENTRY,TRADE_RESULT,PERCENT_CHANGE
AAXJ,09:30:00,2020-04-03 09:30:00,58.88,59.08,58.85,58.94,49705,58.691499999999934,58.56699999999995,GREEN,NO,36.262142857142855,NO,YES,YES,YES,YES,TIE,-1.5609093993892003
ABEO,09:30:00,2020-04-03 09:30:00,2.15,2.19,2.09,2.18,63005,2.102164999999918,2.070004999999976,GREEN,NO,6.358214285714286,NO,YES,YES,YES,YES,TIE,-5.045871559633042
ABEO,09:30:00,2020-04-07 09:30:00,2.3472,2.51,2.3472,2.36,270735,2.243244999999919,2.2021199999999768,GREEN,NO,6.144285714285716,NO,YES,YES,YES,YES,TIE,-2.1186440677966027
ACAD,09:30:00,2020-04-06 09:30:00,42.0,42.3,41.48,42.12,45802,40.482999999999905,40.03049999999989,GREEN,NO,24.97142857142857,NO,YES,YES,YES,YES,TIE,2.777777777777782
ACLS,09:30:00,2020-04-06 09:30:00,17.81,18.7,17.81,18.55,13085,16.693499999999876,16.4879999999999,GREEN,NO,6.284285714285714,NO,YES,YES,YES,YES,TIE,2.479784366576824
ACMR,09:30:00,2020-04-06 09:30:00,27.88,29.35,27.31,29.1,37681,26.61049999999989,26.210999999999906,GREEN,NO,2.745,NO,YES,YES,YES,YES,WIN,4.716494845360825
ACRS,09:30:00,2020-04-03 09:30:00,1.11,1.12,1.11,1.12,27216,1.100499999999876,1.0854999999999122,GREEN,NO,3.6521428571428567,NO,YES,YES,YES,YES,TIE,-2.678571428571431
ACRX,09:30:00,2020-04-06 09:30:00,1.12,1.14,1.11,1.13,50275,1.0604999999998757,1.0414999999999126,GREEN,NO,2.414285714285715,NO,YES,YES,YES,YES,TIE,14.159292035398243
ACRX,09:30:00,2020-04-07 09:30:00,1.3,1.36,1.3,1.35,203639,1.2684999999998765,1.2294999999999123,GREEN,NO,2.3792857142857144,NO,YES,YES,YES,YES,TIE,-6.666666666666672
ADI,09:30:00,2020-04-03 09:30:00,87.39,88.8,86.85,88.69,78251,86.8854999999998,86.32249999999965,GREEN,NO,52.34428571428572,NO,YES,YES,YES,YES,TIE,-3.2247153004848346
ADMA,09:30:00,2020-04-06 09:30:00,3.25,3.35,3.1,3.27,436693,2.875499999999781,2.6234999999996824,GREEN,NO,35.81071428571428,NO,YES,YES,YES,YES,TIE,-2.752293577981647
ADTN,09:30:00,2020-04-03 09:30:00,7.91,8.14,7.87,8.06,5086,7.81349999999976,7.749999999999717,GREEN,NO,23.630714285714287,NO,YES,YES,YES,YES,TIE,0.7444168734491157
ADTN,09:30:00,2020-04-06 09:30:00,8.65,8.77,8.19,8.7,6240,8.009999999999758,7.92249999999972,GREEN,NO,23.462857142857146,NO,YES,YES,YES,YES,TIE,0.3448275862069096
ADXS,09:30:00,2020-04-06 09:30:00,0.55,0.57,0.54,0.57,130329,0.5264999999997559,0.5209999999997169,GREEN,NO,11.231428571428573,NO,YES,YES,YES,YES,TIE,12.280701754385976
AEIS,09:30:00,2020-04-03 09:30:00,45.38,45.99,45.2,45.86,3417,44.47499999999976,44.07349999999971,GREEN,NO,3.996428571428571,NO,YES,YES,YES,YES,LOSS,2.1786025792785493
AGNCO,09:30:00,2020-04-06 09:30:00,19.01,20.0,19.01,19.657,12357,18.105209999999786,17.905014999999693,GREEN,NO,5.47357142857143,NO,YES,YES,YES,YES,TIE,6.272574655339068
AGNCP,09:30:00,2020-04-06 09:30:00,18.71,19.17,18.71,19.02,19544,17.814999999999774,17.646999999999682,GREEN,NO,3.488571428571429,NO,YES,YES,YES,YES,TIE,7.939011566771828
AHPI,09:30:00,2020-04-03 09:30:00,18.49,18.9,18.41,18.88,36679,18.21999999999979,17.938999999999712,GREEN,NO,3.164285714285714,NO,YES,YES,YES,YES,TIE,0.05296610169492354
AIKI,09:30:00,2020-04-06 09:30:00,0.6,0.69,0.59,0.67,1127977,0.567999999999791,0.5474999999997142,GREEN,NO,2.982857142857143,NO,YES,YES,YES,YES,TIE,-7.4626865671641855
AIMC,09:30:00,2020-04-03 09:30:00,17.23,17.65,17.21,17.41,8425,16.456999999999777,16.330499999999713,GREEN,NO,3.0678571428571435,NO,YES,YES,YES,YES,LOSS,4.405308935751211
AKBA,09:30:00,2020-04-03 09:30:00,7.01,7.14,6.72,7.02,108054,6.948499999999865,6.857499999999733,GREEN,NO,13.91,NO,YES,YES,YES,YES,TIE,-5.698005698005691
AKTS,09:30:00,2020-04-06 09:30:00,4.55,4.75,4.55,4.75,17421,4.346499999999871,4.277499999999722,GREEN,NO,2.1278571428571427,NO,YES,YES,YES,YES,TIE,1.8947368421052602
ALGT,09:30:00,2020-04-07 09:30:00,80.55,84.33,80.55,82.12,27390,74.17099999999995,73.13499999999972,GREEN,NO,21.537142857142864,NO,YES,YES,YES,YES,TIE,-0.6210423770092609
ALKS,09:30:00,2020-04-03 09:30:00,13.97,14.35,13.85,14.22,9609,13.807999999999993,13.70599999999969,GREEN,NO,25.370000000000008,NO,YES,YES,YES,YES,TIE,-1.6174402250351647
ALNY,09:30:00,2020-04-06 09:30:00,108.24,109.94,107.67,109.88,12429,105.03200000000008,104.21399999999971,GREEN,NO,11.26142857142857,NO,YES,YES,YES,YES,TIE,1.7291590826356076
ALT,09:30:00,2020-04-06 09:30:00,2.94,3.04,2.91,3.02,29031,2.9235000000000384,2.884999999999699,GREEN,NO,15.212142857142858,NO,YES,YES,YES,YES,TIE,-1.655629139072842
AMAG,09:30:00,2020-04-06 09:30:00,6.35,6.53,6.26,6.38,27910,6.119000000000048,6.042499999999768,GREEN,NO,13.218571428571426,NO,YES,YES,YES,YES,TIE,4.388714733542324
AMAT,09:30:00,2020-04-06 09:30:00,44.83,45.76,44.64,45.55,645729,42.314000000000064,41.814499999999754,GREEN,NO,14.355714285714285,NO,YES,YES,YES,YES,TIE,1.3172338090011009
AMCX,09:30:00,2020-04-06 09:30:00,21.64,23.44,21.47,22.94,33635,20.40150000000005,20.02549999999975,GREEN,NO,5.588571428571429,NO,YES,YES,YES,YES,LOSS,6.090422219454478
AMKR,09:30:00,2020-04-06 09:30:00,7.88,8.2,7.75,8.16,94835,7.303499999999982,7.2254999999995535,GREEN,NO,28.502857142857145,NO,YES,YES,YES,YES,TIE,4.534313725490186
AMRS,09:30:00,2020-04-06 09:30:00,2.3,2.37,2.26,2.35,103410,2.2299999999999995,2.1914999999995506,GREEN,NO,1.5557142857142856,NO,YES,YES,YES,YES,TIE,8.936170212765955
AMTD,09:30:00,2020-04-03 09:30:00,35.28,36.26,35.28,36.07,179972,35.128499999999946,34.87899999999958,GREEN,NO,7.205714285714286,NO,YES,YES,YES,YES,LOSS,4.994257198304884
ANGI,09:30:00,2020-04-06 09:30:00,4.73,5.0,4.73,4.87,123371,4.508500000000112,4.443999999999534,GREEN,NO,145.38428571428568,NO,YES,YES,YES,YES,TIE,-4.517453798767962
ANSS,09:30:00,2020-04-03 09:30:00,215.34,217.29,211.9,215.75,17886,213.8670000000001,212.6529999999994,GREEN,NO,16.18642857142857,NO,YES,YES,YES,YES,TIE,0.8713789107763594
APLS,09:30:00,2020-04-03 09:30:00,25.75,26.4,25.21,26.18,9886,25.77150000000018,25.552999999999567,GREEN,NO,20.308571428571433,NO,YES,YES,YES,YES,TIE,-3.20855614973262
APOG,09:30:00,2020-04-06 09:30:00,18.51,19.0,18.23,18.61,7774,17.132000000000165,16.810499999999596,GREEN,NO,2.7707142857142864,NO,YES,YES,YES,YES,LOSS,3.7220772242266076
APPN,09:30:00,2020-04-03 09:30:00,35.63,36.23,35.1,35.64,50817,33.970000000000184,33.61999999999959,GREEN,NO,12.114285714285714,NO,YES,YES,YES,YES,LOSS,8.49767516434183
APPS,09:30:00,2020-04-06 09:30:00,4.04,4.11,3.95,4.09,130272,3.848500000000192,3.794999999999576,GREEN,NO,13.887857142857143,NO,YES,YES,YES,YES,TIE,1.9559902200489014
AQST,09:30:00,2020-04-06 09:30:00,1.92,1.99,1.9,1.93,37428,1.8355000000001935,1.8094999999995711,GREEN,NO,2.7871428571428574,NO,YES,YES,YES,YES,TIE,9.326424870466319
ARAY,09:30:00,2020-04-06 09:30:00,1.8,1.83,1.77,1.82,17750,1.683000000000192,1.660999999999571,GREEN,NO,0.5478571428571428,NO,YES,YES,YES,YES,TIE,5.4945054945054865
ARCB,09:30:00,2020-04-03 09:30:00,16.83,17.13,16.59,16.94,3798,16.633500000000186,16.512499999999573,GREEN,NO,1.4585714285714286,NO,YES,YES,YES,YES,LOSS,2.152555236970821
ARDX,09:30:00,2020-04-03 09:30:00,5.72,5.77,5.57,5.76,7195,5.612000000000156,5.553499999999595,GREEN,NO,1.8571428571428568,NO,YES,YES,YES,YES,TIE,-1.5624999999999976
ARVN,09:30:00,2020-04-03 09:30:00,39.61,40.65,39.2,40.57,6152,39.20500000000014,38.88849999999958,GREEN,NO,4.117857142857143,NO,YES,YES,YES,YES,LOSS,2.5375013204690307
ASMB,09:30:00,2020-04-03 09:30:00,15.51,15.65,15.51,15.56,1869,14.92400000000014,14.810499999999609,GREEN,NO,3.595,NO,YES,YES,YES,YES,LOSS,5.776028277634961
ASNA,09:30:00,2020-04-07 09:30:00,1.27,1.51,1.27,1.41,94253,1.1649999999999945,1.117999999999714,GREEN,NO,39.972142857142856,NO,YES,YES,YES,YES,TIE,-17.02127659574468
ASRT,09:30:00,2020-04-06 09:30:00,0.65,0.65,0.64,0.65,56123,0.6310000000000201,0.6234999999996593,GREEN,NO,37.2592857142857,NO,YES,YES,YES,YES,TIE,3.0769230769230793
ASTE,09:30:00,2020-04-03 09:30:00,40.2,41.45,39.83,41.29,4267,39.0325,38.66699999999968,GREEN,NO,12.16071428571429,NO,YES,YES,YES,YES,LOSS,7.362990001037957
ATVI,09:30:00,2020-04-03 09:30:00,61.26,61.72,60.88,61.39,548514,59.77800000000007,59.51199999999972,GREEN,NO,4.907857142857141,NO,YES,YES,YES,YES,LOSS,1.9986386801014584
AVXL,09:30:00,2020-04-06 09:30:00,2.74,2.79,2.68,2.79,26549,2.609500000000086,2.5809999999995425,GREEN,NO,21.03214285714285,NO,YES,YES,YES,YES,TIE,5.01792114695341
AXAS,09:30:00,2020-04-03 09:30:00,0.141,0.153,0.14,0.1446,773397,0.1351750000000851,0.13078999999954352,GREEN,NO,3.5399285714285718,NO,YES,YES,YES,YES,TIE,-9.681881051175665
AXAS,09:30:00,2020-04-07 09:30:00,0.14,0.149,0.1351,0.146,439552,0.13691500000008516,0.13333499999954349,GREEN,NO,3.509571428571429,NO,YES,YES,YES,YES,TIE,-11.027397260273975
AXSM,09:30:00,2020-04-03 09:30:00,55.55,56.36,54.53,56.2117,18649,55.1675000000001,54.70199999999957,GREEN,NO,3.940357142857143,NO,YES,YES,YES,YES,LOSS,1.7524630739050515
AYTU,09:30:00,2020-04-03 09:30:00,1.64,1.69,1.56,1.64,2535018,1.5090000000000825,1.4804999999995692,GREEN,NO,6.432142857142859,NO,YES,YES,YES,YES,TIE,-1.829268292682915
AZPN,09:30:00,2020-04-06 09:30:00,91.44,92.91,91.44,92.32,8143,87.92800000000014,87.2824999999996,GREEN,NO,10.229285714285718,NO,YES,YES,YES,YES,TIE,1.148180242634318
BBBY,09:30:00,2020-04-06 09:30:00,4.15,4.57,4.14,4.46,1274369,3.785000000000143,3.5964999999995837,GREEN,NO,2.7507142857142854,NO,YES,YES,YES,YES,TIE,-1.1210762331838524
BBBY,09:30:00,2020-04-07 09:30:00,4.89,5.23,4.1,4.95,2164385,4.4890000000001455,4.344999999999582,GREEN,NO,2.690714285714286,NO,YES,YES,YES,YES,LOSS,13.58946608946609
BCOV,09:30:00,2020-04-03 09:30:00,7.01,7.05,7.01,7.05,200,6.8775000000001345,6.8409999999995765,GREEN,NO,1.985,NO,YES,YES,YES,YES,TIE,-2.695035460992901
BCRX,09:30:00,2020-04-03 09:30:00,1.94,1.96,1.89,1.95,199988,1.8925000000001344,1.8659999999995736,GREEN,NO,1.6342857142857146,NO,YES,YES,YES,YES,LOSS,20.952380952380956
BDSI,09:30:00,2020-04-03 09:30:00,3.78,3.95,3.7,3.89,59396,3.7325000000001336,3.6949999999995753,GREEN,NO,1.2314285714285715,NO,YES,YES,YES,YES,TIE,-3.3419023136246873
BFYT,09:30:00,2020-04-06 09:30:00,18.32,19.2,18.1,18.99,41613,17.67250000000012,17.44949999999957,GREEN,NO,5.357857142857143,NO,YES,YES,YES,YES,TIE,7.161664033701964
BGFV,09:30:00,2020-04-06 09:30:00,0.76,0.78,0.75,0.76,83989,0.6815000000001097,0.6679999999995629,GREEN,NO,2.1128571428571425,NO,YES,YES,YES,YES,TIE,6.5789473684210575
BGNE,09:30:00,2020-04-06 09:30:00,142.24,145.81,142.24,145.19,10293,138.02500000000012,137.1919999999996,GREEN,NO,11.457857142857142,NO,YES,YES,YES,YES,TIE,-0.8402782560782415
BHF,09:30:00,2020-04-06 09:30:00,21.67,22.57,21.03,22.49,64237,19.60200000000021,19.268499999999577,GREEN,NO,19.25071428571428,NO,YES,YES,YES,YES,TIE,0.8003557136505259
BIB,09:30:00,2020-04-03 09:30:00,45.54,46.87,45.25,46.37,19169,44.8220000000002,44.58799999999957,GREEN,NO,20.97,NO,YES,YES,YES,YES,TIE,-3.8602544748759957
BILI,09:30:00,2020-04-06 09:30:00,24.91,25.07,24.72,24.97,293709,24.06900000000028,23.82749999999943,GREEN,NO,40.55285714285714,NO,YES,YES,YES,YES,TIE,2.362835402482979
BILI,09:30:00,2020-04-07 09:30:00,26.11,26.9,26.11,26.34,527802,25.444000000000287,25.29049999999943,GREEN,NO,40.52357142857143,NO,YES,YES,YES,YES,TIE,0.41761579347000544
BKCC,09:30:00,2020-04-06 09:30:00,1.9,2.0,1.9,1.99,42317,1.7945000000002982,1.769499999999424,GREEN,NO,3.9793,NO,YES,YES,YES,YES,TIE,-4.522613065326637
BL,09:30:00,2020-04-06 09:30:00,51.34,51.86,50.52,51.83,12836,49.03550000000072,48.59549999999993,GREEN,NO,204.52857142857144,NO,YES,YES,YES,YES,TIE,0.3279953694771401
BLMN,09:30:00,2020-04-06 09:30:00,6.37,6.8,6.37,6.78,216431,5.728500000000785,5.610999999999922,GREEN,NO,6.7285714285714295,NO,YES,YES,YES,YES,TIE,2.064896755162237
BOOM,09:30:00,2020-04-03 09:30:00,23.67,23.85,23.46,23.7,14017,22.995500000000728,22.73249999999995,GREEN,NO,4.586428571428573,NO,YES,YES,YES,YES,TIE,1.603375527426156
BPFH,09:30:00,2020-04-03 09:30:00,7.3,7.49,7.22,7.44,5620,7.226500000000773,7.174499999999934,GREEN,NO,2.642857142857143,NO,YES,YES,YES,YES,LOSS,8.880568356374807
BPMC,09:30:00,2020-04-03 09:30:00,59.61,60.98,59.3,60.62,5397,59.53100000000084,59.04349999999992,GREEN,NO,5.726428571428576,NO,YES,YES,YES,YES,LOSS,2.3616086157326692
BPMC,09:30:00,2020-04-06 09:30:00,62.25,62.6,61.87,62.33,31515,60.05000000000083,59.42099999999992,GREEN,NO,5.650714285714287,NO,YES,YES,YES,YES,WIN,4.532900919071303
BPY,09:30:00,2020-04-07 09:30:00,8.89,9.41,8.1,9.14,506403,8.325000000000829,8.113999999999907,GREEN,NO,9.064285714285717,NO,YES,YES,YES,YES,TIE,-5.142231947483595
BPYU,09:30:00,2020-04-02 09:30:00,8.04,8.15,7.93,8.12,8559,7.9135000000008295,7.758499999999906,GREEN,NO,5.407142857142856,NO,YES,YES,YES,YES,TIE,-2.8325123152709306
BPYU,09:30:00,2020-04-07 09:30:00,9.06,9.65,9.06,9.4,112260,8.487500000000827,8.353499999999906,GREEN,NO,5.072142857142857,NO,YES,YES,YES,YES,TIE,-5.531914893617016
BRKR,09:30:00,2020-04-03 09:30:00,33.46,33.92,33.01,33.79,15804,31.77100000000083,31.520499999999913,GREEN,NO,1.9864285714285717,NO,YES,YES,YES,YES,LOSS,1.469686720500571
BRP,09:30:00,2020-04-06 09:30:00,9.16,10.09,9.16,9.78,2064,8.932000000000823,8.689999999999923,GREEN,NO,4.1328571428571435,NO,YES,YES,YES,YES,TIE,1.226993865030685
BRY,09:30:00,2020-04-06 09:30:00,2.25,2.34,2.25,2.34,13248,2.164000000000818,2.1209999999999214,GREEN,NO,3.2764285714285712,NO,YES,YES,YES,YES,TIE,-3.4188034188034218
BYND,09:30:00,2020-04-06 09:30:00,62.75,63.75,62.05,63.34,305046,59.1620000000008,58.43949999999989,GREEN,NO,6.525714285714287,NO,YES,YES,YES,YES,WIN,5.151337453200416
BZUN,09:30:00,2020-04-06 09:30:00,26.75,27.42,26.75,27.2,44862,25.95650000000084,25.739999999999878,GREEN,NO,9.593571428571428,NO,YES,YES,YES,YES,TIE,6.470588235294124
CACC,09:30:00,2020-04-02 09:30:00,237.6,238.34,233.3,238.34,2260,237.27800000000084,232.12749999999986,GREEN,NO,23.640000000000004,NO,YES,YES,YES,YES,LOSS,2.479650918855417
CAKE,09:30:00,2020-04-06 09:30:00,16.6,17.06,16.55,16.92,405568,15.373000000000648,15.057499999999774,GREEN,NO,40.944285714285726,NO,YES,YES,YES,YES,TIE,-0.7683215130023792
CARA,09:30:00,2020-04-03 09:30:00,12.68,12.85,12.53,12.79,12451,12.52000000000066,12.427999999999747,GREEN,NO,1.6085714285714283,NO,YES,YES,YES,YES,LOSS,3.1441974757064663
CASA,09:30:00,2020-04-06 09:30:00,3.42,3.5,3.35,3.42,6802,3.2305000000006787,3.189499999999713,GREEN,NO,3.0364285714285724,NO,YES,YES,YES,YES,TIE,10.818713450292401
CASY,09:30:00,2020-04-06 09:30:00,123.39,125.63,122.87,125.58,8334,120.71950000000072,119.71749999999972,GREEN,NO,11.510000000000002,NO,YES,YES,YES,YES,WIN,4.582736104475236
CATM,09:30:00,2020-04-06 09:30:00,17.5,19.16,17.5,19.12,28586,16.284000000000695,16.030999999999747,GREEN,NO,20.033571428571427,NO,YES,YES,YES,YES,TIE,6.53765690376569
CATS,09:30:00,2020-04-07 09:30:00,18.48,18.88,18.28,18.88,117442,17.85500000000069,17.571499999999748,GREEN,NO,19.63214285714286,NO,YES,YES,YES,YES,TIE,4.237288135593224
CBAY,09:30:00,2020-04-06 09:30:00,1.44,1.47,1.43,1.47,34879,1.4230000000006942,1.4009999999997529,GREEN,NO,2.820714285714286,NO,YES,YES,YES,YES,TIE,1.360544217687076
CCOI,09:30:00,2020-04-06 09:30:00,87.76,89.96,87.76,89.0,26531,85.56900000000063,84.85549999999994,GREEN,NO,10.757857142857144,NO,YES,YES,YES,YES,LOSS,3.021869983948636
CDLX,09:30:00,2020-04-06 09:30:00,31.81,34.4,31.77,33.45,113408,29.619000000000607,29.028999999999986,GREEN,NO,5.826428571428571,NO,YES,YES,YES,YES,LOSS,4.3545803971812935
CDLX,09:30:00,2020-04-07 09:30:00,39.23,42.91,39.05,41.7,173918,37.07800000000061,36.128999999999984,GREEN,NO,6.312142857142858,NO,YES,YES,YES,YES,LOSS,3.7842583076396026
CDMO,09:30:00,2020-04-06 09:30:00,4.49,4.59,4.44,4.59,4395,4.3650000000005935,4.313499999999973,GREEN,NO,5.780714285714286,NO,YES,YES,YES,YES,TIE,4.793028322440082
CDXC,09:30:00,2020-04-06 09:30:00,3.32,3.4,3.32,3.4,26188,3.165000000000638,3.1304999999999334,GREEN,NO,13.157142857142858,NO,YES,YES,YES,YES,TIE,3.529411764705886
CENTA,09:30:00,2020-04-06 09:30:00,27.21,27.52,26.65,27.36,26308,26.29100000000064,26.071499999999922,GREEN,NO,2.2042857142857137,NO,YES,YES,YES,YES,WIN,4.02829991645781
CENX,09:30:00,2020-04-07 09:30:00,3.65,3.99,3.63,3.78,128901,3.5350000000006383,3.4734999999999325,GREEN,NO,3.7114285714285695,NO,YES,YES,YES,YES,TIE,0.0
CERS,09:30:00,2020-04-03 09:30:00,4.52,4.62,4.43,4.58,85130,4.5275000000006225,4.4804999999999024,GREEN,NO,10.614285714285714,NO,YES,YES,YES,YES,TIE,-1.3100436681222816
CERS,09:30:00,2020-04-06 09:30:00,4.7,4.86,4.69,4.79,114112,4.546000000000624,4.495499999999902,GREEN,NO,10.459285714285713,NO,YES,YES,YES,YES,TIE,1.2526096033402843
CETV,09:30:00,2020-04-07 09:30:00,2.95,3.1,2.95,2.98,85448,2.8620000000006254,2.831999999999904,GREEN,NO,8.788571428571428,NO,YES,YES,YES,YES,TIE,-2.684563758389264
CEVA,09:30:00,2020-04-06 09:30:00,27.12,27.76,26.95,27.15,10482,25.37050000000061,25.17649999999991,GREEN,NO,6.13857142857143,NO,YES,YES,YES,YES,TIE,0.4051565377532339
CFB,09:30:00,2020-04-06 09:30:00,8.99,9.0,8.62,9.0,6236,8.673000000000616,8.528499999999905,GREEN,NO,3.4385714285714286,NO,YES,YES,YES,YES,TIE,-1.555555555555562
CFMS,09:30:00,2020-04-06 09:30:00,0.59,0.65,0.59,0.63,25688,0.5975000000006118,0.5874999999999094,GREEN,NO,2.587857142857143,NO,YES,YES,YES,YES,TIE,1.5873015873015885
CG,09:30:00,2020-04-06 09:30:00,20.82,21.32,20.81,21.28,35867,19.70450000000061,19.513499999999915,GREEN,NO,2.5307142857142857,NO,YES,YES,YES,YES,TIE,2.5845864661654003
CGBD,09:30:00,2020-04-02 09:30:00,4.97,4.97,4.97,4.97,8325,4.922000000000616,4.864999999999921,GREEN,NO,3.6714285714285713,NO,YES,YES,YES,YES,TIE,-3.0181086519114584
CGEN,09:30:00,2020-04-03 09:30:00,7.26,7.45,7.11,7.34,28218,7.178000000000621,7.1114999999999275,GREEN,NO,3.091428571428571,NO,YES,YES,YES,YES,TIE,1.6348773841961868
CGNX,09:30:00,2020-04-03 09:30:00,41.29,41.98,41.29,41.78,22037,41.15350000000063,40.92999999999992,GREEN,NO,4.076428571428572,NO,YES,YES,YES,YES,LOSS,2.4392224577720034
CHEF,09:30:00,2020-04-07 09:30:00,11.36,12.48,11.29,11.54,277980,10.187500000000636,9.87199999999992,GREEN,NO,12.56,NO,YES,YES,YES,YES,TIE,-5.979202772963601
CHI,09:30:00,2020-04-07 09:30:00,8.11,8.29,8.11,8.21,34250,7.797000000000637,7.738499999999919,GREEN,NO,7.135185714285713,NO,YES,YES,YES,YES,TIE,-1.5834348355663916
CHKP,09:30:00,2020-04-02 09:30:00,98.86,99.97,98.16,99.72,37959,98.8245000000006,98.11949999999992,GREEN,NO,7.988042857142857,NO,YES,YES,YES,YES,LOSS,2.002618044811186
CHRW,09:30:00,2020-04-03 09:30:00,68.63,69.77,68.17,69.43,41715,67.76500000000058,67.44649999999993,GREEN,NO,4.851428571428572,NO,YES,YES,YES,YES,LOSS,1.7468776362626286
